Gene model,E-value
SymbC1.scaffold18598.1,NA
SymbC1.scaffold1862.5,NA
SymbC1.scaffold1863.1,NA
SymbC1.scaffold18631.1,NA
SymbC1.scaffold1864.4,NA
SymbC1.scaffold1865.1,NA
SymbC1.scaffold1867.2,NA
SymbC1.scaffold18673.1,NA
SymbC1.scaffold1869.4,NA
SymbC1.scaffold18708.1,NA
SymbC1.scaffold18711.1,NA
SymbC1.scaffold1874.3,NA
SymbC1.scaffold18743.1,NA
SymbC1.scaffold18772.1,NA
SymbC1.scaffold1881.10,NA
SymbC1.scaffold1881.7,NA
SymbC1.scaffold18831.1,NA
SymbC1.scaffold18841.1,NA
SymbC1.scaffold1885.6,NA
SymbC1.scaffold1886.4,NA
SymbC1.scaffold18869.1,NA
SymbC1.scaffold1888.8,NA
SymbC1.scaffold1888.9,NA
SymbC1.scaffold189.3,NA
SymbC1.scaffold1890.7,NA
SymbC1.scaffold1891.10,NA
SymbC1.scaffold18911.1,NA
SymbC1.scaffold1892.4,NA
SymbC1.scaffold1895.1,NA
SymbC1.scaffold1895.3,NA
SymbC1.scaffold18990.2,NA
SymbC1.scaffold190.2,NA
SymbC1.scaffold190.3,NA
SymbC1.scaffold190.5,NA
SymbC1.scaffold19020.2,NA
SymbC1.scaffold1904.1,NA
SymbC1.scaffold1904.2,NA
SymbC1.scaffold1907.7,NA
SymbC1.scaffold1908.10,NA
SymbC1.scaffold1908.13,NA
SymbC1.scaffold1908.3,NA
SymbC1.scaffold1908.4,NA
SymbC1.scaffold191.11,NA
SymbC1.scaffold191.3,NA
SymbC1.scaffold1910.1,NA
SymbC1.scaffold1910.7,NA
SymbC1.scaffold1910.9,NA
SymbC1.scaffold1913.1,NA
SymbC1.scaffold1913.2,NA
SymbC1.scaffold1919.1,NA
SymbC1.scaffold1921.6,NA
SymbC1.scaffold1922.1,NA
SymbC1.scaffold1922.4,NA
SymbC1.scaffold1922.6,NA
SymbC1.scaffold19235.1,NA
SymbC1.scaffold1925.1,NA
SymbC1.scaffold19257.1,NA
SymbC1.scaffold1926.3,NA
SymbC1.scaffold1926.7,NA
SymbC1.scaffold19263.1,NA
SymbC1.scaffold1927.5,NA
SymbC1.scaffold19274.1,NA
SymbC1.scaffold1928.5,NA
SymbC1.scaffold19288.1,NA
SymbC1.scaffold1929.2,NA
SymbC1.scaffold1929.5,NA
SymbC1.scaffold193.14,NA
SymbC1.scaffold193.7,NA
SymbC1.scaffold19306.1,NA
SymbC1.scaffold19319.1,NA
SymbC1.scaffold1932.1,NA
SymbC1.scaffold19338.1,NA
SymbC1.scaffold1934.1,NA
SymbC1.scaffold1934.6,NA
SymbC1.scaffold1934.8,NA
SymbC1.scaffold1934.9,NA
SymbC1.scaffold19365.1,NA
SymbC1.scaffold1938.2,NA
SymbC1.scaffold1938.5,NA
SymbC1.scaffold1938.7,NA
SymbC1.scaffold1940.7,NA
SymbC1.scaffold1941.3,NA
SymbC1.scaffold1942.4,NA
SymbC1.scaffold19421.2,NA
SymbC1.scaffold19432.1,NA
SymbC1.scaffold1946.2,NA
SymbC1.scaffold1946.3,NA
SymbC1.scaffold1947.10,NA
SymbC1.scaffold1947.7,NA
SymbC1.scaffold1948.4,NA
SymbC1.scaffold195.10,NA
SymbC1.scaffold195.4,NA
SymbC1.scaffold195.9,NA
SymbC1.scaffold1950.12,NA
SymbC1.scaffold1950.7,NA
SymbC1.scaffold1951.4,NA
SymbC1.scaffold1951.5,NA
SymbC1.scaffold1951.6,NA
SymbC1.scaffold1953.2,NA
SymbC1.scaffold196.5,NA
SymbC1.scaffold196.7,NA
SymbC1.scaffold19604.1,NA
SymbC1.scaffold1962.1,NA
SymbC1.scaffold1962.2,NA
SymbC1.scaffold1963.3,NA
SymbC1.scaffold1963.4,NA
SymbC1.scaffold1963.5,NA
SymbC1.scaffold19686.1,NA
SymbC1.scaffold197.8,NA
SymbC1.scaffold1971.2,NA
SymbC1.scaffold19738.1,NA
SymbC1.scaffold1974.6,NA
SymbC1.scaffold1975.10,NA
SymbC1.scaffold1978.5,NA
SymbC1.scaffold198.12,NA
SymbC1.scaffold198.2,NA
SymbC1.scaffold198.3,NA
SymbC1.scaffold1980.3,NA
SymbC1.scaffold1982.2,NA
SymbC1.scaffold19826.1,NA
SymbC1.scaffold1984.3,NA
SymbC1.scaffold1984.4,NA
SymbC1.scaffold1986.6,NA
SymbC1.scaffold1987.10,NA
SymbC1.scaffold1989.1,NA
SymbC1.scaffold1989.5,NA
SymbC1.scaffold199.14,NA
SymbC1.scaffold199.2,NA
SymbC1.scaffold1990.6,NA
SymbC1.scaffold1994.3,NA
SymbC1.scaffold1994.7,NA
SymbC1.scaffold1996.2,NA
SymbC1.scaffold1999.6,NA
SymbC1.scaffold2.1064,NA
SymbC1.scaffold2.1798,NA
SymbC1.scaffold2.1799,NA
SymbC1.scaffold2.1985,NA
SymbC1.scaffold2.2039,NA
SymbC1.scaffold2.409,NA
SymbC1.scaffold2.922,NA
SymbC1.scaffold2.953,NA
SymbC1.scaffold2.973,NA
SymbC1.scaffold2000.1,NA
SymbC1.scaffold2000.4,NA
SymbC1.scaffold2001.2,NA
SymbC1.scaffold2001.4,NA
SymbC1.scaffold2001.5,NA
SymbC1.scaffold2005.1,NA
SymbC1.scaffold2005.3,NA
SymbC1.scaffold20054.1,NA
SymbC1.scaffold2006.4,NA
SymbC1.scaffold2007.2,NA
SymbC1.scaffold2007.4,NA
SymbC1.scaffold201.10,NA
SymbC1.scaffold20117.1,NA
SymbC1.scaffold2012.7,NA
SymbC1.scaffold20138.1,NA
SymbC1.scaffold20151.1,NA
SymbC1.scaffold2016.11,NA
SymbC1.scaffold2016.5,NA
SymbC1.scaffold2016.6,NA
SymbC1.scaffold20167.1,NA
SymbC1.scaffold2019.3,NA
SymbC1.scaffold2019.9,NA
SymbC1.scaffold202.12,NA
SymbC1.scaffold2020.3,NA
SymbC1.scaffold2026.5,NA
SymbC1.scaffold2026.6,NA
SymbC1.scaffold203.3,NA
SymbC1.scaffold2030.1,NA
SymbC1.scaffold2030.2,NA
SymbC1.scaffold2033.3,NA
SymbC1.scaffold2033.6,NA
SymbC1.scaffold2038.1,NA
SymbC1.scaffold2039.4,NA
SymbC1.scaffold204.1,NA
SymbC1.scaffold204.11,NA
SymbC1.scaffold2043.4,NA
SymbC1.scaffold2043.7,NA
SymbC1.scaffold20433.1,NA
SymbC1.scaffold2045.3,NA
SymbC1.scaffold205.1,NA
SymbC1.scaffold205.2,NA
SymbC1.scaffold2051.1,NA
SymbC1.scaffold2051.5,NA
SymbC1.scaffold2051.6,NA
SymbC1.scaffold20530.1,NA
SymbC1.scaffold2054.9,NA
SymbC1.scaffold20544.1,NA
SymbC1.scaffold206.8,NA
SymbC1.scaffold2062.6,NA
SymbC1.scaffold2063.1,NA
SymbC1.scaffold2063.4,NA
SymbC1.scaffold2065.2,NA
SymbC1.scaffold207.2,NA
SymbC1.scaffold2070.6,NA
SymbC1.scaffold2071.2,NA
SymbC1.scaffold2071.3,NA
SymbC1.scaffold20746.3,NA
SymbC1.scaffold208.8,NA
SymbC1.scaffold2080.2,NA
SymbC1.scaffold20806.1,NA
SymbC1.scaffold2081.4,NA
SymbC1.scaffold2086.4,NA
SymbC1.scaffold2086.5,NA
SymbC1.scaffold20886.2,NA
SymbC1.scaffold209.1,NA
SymbC1.scaffold209.8,NA
SymbC1.scaffold209.9,NA
SymbC1.scaffold2095.2,NA
SymbC1.scaffold2097.3,NA
SymbC1.scaffold210.10,NA
SymbC1.scaffold210.11,NA
SymbC1.scaffold210.13,NA
SymbC1.scaffold210.4,NA
SymbC1.scaffold210.5,NA
SymbC1.scaffold2103.1,NA
SymbC1.scaffold2104.1,NA
SymbC1.scaffold2106.4,NA
SymbC1.scaffold2107.1,NA
SymbC1.scaffold2107.2,NA
SymbC1.scaffold2107.4,NA
SymbC1.scaffold2107.7,NA
SymbC1.scaffold2107.9,NA
SymbC1.scaffold2108.1,NA
SymbC1.scaffold2109.2,NA
SymbC1.scaffold2109.3,NA
SymbC1.scaffold2113.9,NA
SymbC1.scaffold2115.3,NA
SymbC1.scaffold2115.5,NA
SymbC1.scaffold2116.1,NA
SymbC1.scaffold2117.1,NA
SymbC1.scaffold212.1,NA
SymbC1.scaffold2122.3,NA
SymbC1.scaffold2125.6,NA
SymbC1.scaffold2128.1,NA
SymbC1.scaffold2129.3,NA
SymbC1.scaffold2129.4,NA
SymbC1.scaffold213.5,NA
SymbC1.scaffold2131.6,NA
SymbC1.scaffold2132.7,NA
SymbC1.scaffold2138.5,NA
SymbC1.scaffold2139.3,NA
SymbC1.scaffold2139.5,NA
SymbC1.scaffold214.1,NA
SymbC1.scaffold2142.2,NA
SymbC1.scaffold2143.5,NA
SymbC1.scaffold2147.10,NA
SymbC1.scaffold2147.3,NA
SymbC1.scaffold2147.5,NA
SymbC1.scaffold215.3,NA
SymbC1.scaffold2151.6,NA
SymbC1.scaffold2151.8,NA
SymbC1.scaffold2153.3,NA
SymbC1.scaffold2153.6,NA
SymbC1.scaffold2153.7,NA
SymbC1.scaffold2156.2,NA
SymbC1.scaffold21564.1,NA
SymbC1.scaffold2157.2,NA
SymbC1.scaffold2157.3,NA
SymbC1.scaffold2159.5,NA
SymbC1.scaffold21595.1,NA
SymbC1.scaffold2160.5,NA
SymbC1.scaffold21607.2,NA
SymbC1.scaffold2164.1,NA
SymbC1.scaffold2165.4,NA
SymbC1.scaffold2166.1,NA
SymbC1.scaffold2168.11,NA
SymbC1.scaffold2168.8,NA
SymbC1.scaffold21698.2,NA
SymbC1.scaffold2170.4,NA
SymbC1.scaffold21707.1,NA
SymbC1.scaffold2174.2,NA
SymbC1.scaffold2180.4,NA
SymbC1.scaffold2181.6,NA
SymbC1.scaffold2182.2,NA
SymbC1.scaffold2182.3,NA
SymbC1.scaffold2183.1,NA
SymbC1.scaffold21832.1,NA
SymbC1.scaffold21837.1,NA
SymbC1.scaffold2185.1,NA
SymbC1.scaffold2185.5,NA
SymbC1.scaffold2186.2,NA
SymbC1.scaffold2188.5,NA
SymbC1.scaffold2190.4,NA
SymbC1.scaffold2191.1,NA
SymbC1.scaffold2191.11,NA
SymbC1.scaffold2191.2,NA
SymbC1.scaffold2191.7,NA
SymbC1.scaffold2191.8,NA
SymbC1.scaffold220.3,NA
SymbC1.scaffold2201.6,NA
SymbC1.scaffold2202.2,NA
SymbC1.scaffold2202.5,NA
SymbC1.scaffold2203.7,NA
SymbC1.scaffold22036.1,NA
SymbC1.scaffold2206.1,NA
SymbC1.scaffold2207.4,NA
SymbC1.scaffold22087.1,NA
SymbC1.scaffold2209.14,NA
SymbC1.scaffold221.1,NA
SymbC1.scaffold2211.4,NA
SymbC1.scaffold2211.6,NA
SymbC1.scaffold2213.1,NA
SymbC1.scaffold2213.3,NA
SymbC1.scaffold2213.4,NA
SymbC1.scaffold2214.5,NA
SymbC1.scaffold22179.2,NA
SymbC1.scaffold2219.3,NA
SymbC1.scaffold222.11,NA
SymbC1.scaffold222.12,NA
SymbC1.scaffold222.6,NA
SymbC1.scaffold2223.6,NA
SymbC1.scaffold2226.10,NA
SymbC1.scaffold22281.1,NA
SymbC1.scaffold2232.1,NA
SymbC1.scaffold2232.2,NA
SymbC1.scaffold2239.2,NA
SymbC1.scaffold224.3,NA
SymbC1.scaffold2241.3,NA
SymbC1.scaffold2244.4,NA
SymbC1.scaffold2244.9,NA
SymbC1.scaffold2245.6,NA
SymbC1.scaffold2246.2,NA
SymbC1.scaffold225.8,NA
SymbC1.scaffold2254.6,NA
SymbC1.scaffold2254.8,NA
SymbC1.scaffold2257.1,NA
SymbC1.scaffold2259.5,NA
SymbC1.scaffold226.17,NA
SymbC1.scaffold226.3,NA
SymbC1.scaffold2262.1,NA
SymbC1.scaffold2263.1,NA
SymbC1.scaffold2263.3,NA
SymbC1.scaffold2265.1,NA
SymbC1.scaffold2265.2,NA
SymbC1.scaffold227.11,NA
SymbC1.scaffold227.16,NA
SymbC1.scaffold227.9,NA
SymbC1.scaffold2270.1,NA
SymbC1.scaffold2272.1,NA
SymbC1.scaffold2272.2,NA
SymbC1.scaffold2273.1,NA
SymbC1.scaffold2273.2,NA
SymbC1.scaffold22750.1,NA
SymbC1.scaffold22779.1,NA
SymbC1.scaffold2279.1,NA
SymbC1.scaffold2281.5,NA
SymbC1.scaffold2281.6,NA
SymbC1.scaffold2282.5,NA
SymbC1.scaffold2286.2,NA
SymbC1.scaffold2289.3,NA
SymbC1.scaffold2289.4,NA
SymbC1.scaffold22893.1,NA
SymbC1.scaffold22895.1,NA
SymbC1.scaffold229.2,NA
SymbC1.scaffold2290.1,NA
SymbC1.scaffold2291.3,NA
SymbC1.scaffold2292.2,NA
SymbC1.scaffold2292.5,NA
SymbC1.scaffold2299.4,NA
SymbC1.scaffold2301.9,NA
SymbC1.scaffold2302.2,NA
SymbC1.scaffold2305.3,NA
SymbC1.scaffold2309.2,NA
SymbC1.scaffold23097.1,NA
SymbC1.scaffold231.6,NA
SymbC1.scaffold2310.1,NA
SymbC1.scaffold2311.3,NA
SymbC1.scaffold2314.8,NA
SymbC1.scaffold23156.1,NA
SymbC1.scaffold2318.1,NA
SymbC1.scaffold2319.2,NA
SymbC1.scaffold23191.1,NA
SymbC1.scaffold23194.1,NA
SymbC1.scaffold232.1,NA
SymbC1.scaffold2320.4,NA
SymbC1.scaffold2321.6,NA
SymbC1.scaffold23212.1,NA
SymbC1.scaffold23213.1,NA
SymbC1.scaffold2323.3,NA
SymbC1.scaffold2323.6,NA
SymbC1.scaffold2329.2,NA
SymbC1.scaffold23299.2,NA
SymbC1.scaffold2330.5,NA
SymbC1.scaffold2331.3,NA
SymbC1.scaffold2331.6,NA
SymbC1.scaffold2332.2,NA
SymbC1.scaffold2333.2,NA
SymbC1.scaffold2333.5,NA
SymbC1.scaffold2335.7,NA
SymbC1.scaffold2338.1,NA
SymbC1.scaffold2338.3,NA
SymbC1.scaffold23386.1,NA
SymbC1.scaffold23391.1,NA
SymbC1.scaffold23391.2,NA
SymbC1.scaffold234.2,NA
SymbC1.scaffold234.5,NA
SymbC1.scaffold2340.2,NA
SymbC1.scaffold2343.2,NA
SymbC1.scaffold2344.5,NA
SymbC1.scaffold2347.10,NA
SymbC1.scaffold2347.5,NA
SymbC1.scaffold2348.3,NA
SymbC1.scaffold235.18,NA
SymbC1.scaffold235.2,NA
SymbC1.scaffold2352.4,NA
SymbC1.scaffold2355.5,NA
SymbC1.scaffold2356.4,NA
SymbC1.scaffold2357.1,NA
SymbC1.scaffold2358.1,NA
SymbC1.scaffold2358.6,NA
SymbC1.scaffold2359.5,NA
SymbC1.scaffold236.16,NA
SymbC1.scaffold2363.5,NA
SymbC1.scaffold2363.8,NA
SymbC1.scaffold2364.1,NA
SymbC1.scaffold2366.4,NA
SymbC1.scaffold2366.7,NA
SymbC1.scaffold23667.1,NA
SymbC1.scaffold2367.1,NA
SymbC1.scaffold2369.4,NA
SymbC1.scaffold2369.9,NA
SymbC1.scaffold237.10,NA
SymbC1.scaffold237.20,NA
SymbC1.scaffold237.23,NA
SymbC1.scaffold2370.2,NA
SymbC1.scaffold2371.1,NA
SymbC1.scaffold2373.7,NA
SymbC1.scaffold2374.3,NA
SymbC1.scaffold2376.1,NA
SymbC1.scaffold2376.4,NA
SymbC1.scaffold238.1,NA
SymbC1.scaffold238.6,NA
SymbC1.scaffold238.7,NA
SymbC1.scaffold2380.2,NA
SymbC1.scaffold2380.8,NA
SymbC1.scaffold2381.3,NA
SymbC1.scaffold2383.1,NA
SymbC1.scaffold2383.6,NA
SymbC1.scaffold2383.7,NA
SymbC1.scaffold2387.2,NA
SymbC1.scaffold2387.3,NA
SymbC1.scaffold2387.4,NA
SymbC1.scaffold2387.5,NA
SymbC1.scaffold2389.5,NA
SymbC1.scaffold2392.2,NA
SymbC1.scaffold2394.3,NA
SymbC1.scaffold2395.2,NA
SymbC1.scaffold2395.3,NA
SymbC1.scaffold2397.1,NA
SymbC1.scaffold23974.1,NA
SymbC1.scaffold23985.1,NA
SymbC1.scaffold2399.1,NA
SymbC1.scaffold2399.5,NA
SymbC1.scaffold24.111,NA
SymbC1.scaffold240.18,NA
SymbC1.scaffold240.4,NA
SymbC1.scaffold2400.3,NA
SymbC1.scaffold2402.7,NA
SymbC1.scaffold2404.6,NA
SymbC1.scaffold2407.1,NA
SymbC1.scaffold24144.1,NA
SymbC1.scaffold2415.7,NA
SymbC1.scaffold24156.1,NA
SymbC1.scaffold2416.3,NA
SymbC1.scaffold2417.1,NA
SymbC1.scaffold2420.2,NA
SymbC1.scaffold2433.8,NA
SymbC1.scaffold2438.1,NA
SymbC1.scaffold24388.1,NA
SymbC1.scaffold24397.1,NA
SymbC1.scaffold244.3,NA
SymbC1.scaffold2440.7,NA
SymbC1.scaffold2440.8,NA
SymbC1.scaffold2441.4,NA
SymbC1.scaffold2442.1,NA
SymbC1.scaffold2445.2,NA
SymbC1.scaffold2446.7,NA
SymbC1.scaffold2449.5,NA
SymbC1.scaffold245.16,NA
SymbC1.scaffold245.17,NA
SymbC1.scaffold245.20,NA
SymbC1.scaffold245.4,NA
SymbC1.scaffold2450.5,NA
SymbC1.scaffold24531.1,NA
SymbC1.scaffold2456.8,NA
SymbC1.scaffold2457.1,NA
SymbC1.scaffold24575.1,NA
SymbC1.scaffold2461.9,NA
SymbC1.scaffold2463.3,NA
SymbC1.scaffold2463.4,NA
SymbC1.scaffold2465.3,NA
SymbC1.scaffold2466.6,NA
SymbC1.scaffold247.11,NA
SymbC1.scaffold247.6,NA
SymbC1.scaffold2470.7,NA
SymbC1.scaffold2470.8,NA
SymbC1.scaffold2471.1,NA
SymbC1.scaffold2474.2,NA
SymbC1.scaffold2478.4,NA
SymbC1.scaffold24784.1,NA
SymbC1.scaffold2479.4,NA
SymbC1.scaffold248.2,NA
SymbC1.scaffold2482.2,NA
SymbC1.scaffold2482.3,NA
SymbC1.scaffold24827.1,NA
SymbC1.scaffold2484.1,NA
SymbC1.scaffold24849.1,NA
SymbC1.scaffold2485.5,NA
SymbC1.scaffold2485.6,NA
SymbC1.scaffold24850.1,NA
SymbC1.scaffold24896.1,NA
SymbC1.scaffold2492.2,NA
SymbC1.scaffold24945.1,NA
SymbC1.scaffold2496.1,NA
SymbC1.scaffold2496.2,NA
SymbC1.scaffold24989.1,NA
SymbC1.scaffold250.4,NA
SymbC1.scaffold2502.1,NA
SymbC1.scaffold2503.3,NA
SymbC1.scaffold2506.4,NA
SymbC1.scaffold2507.6,NA
SymbC1.scaffold2507.7,NA
SymbC1.scaffold251.3,NA
SymbC1.scaffold251.8,NA
SymbC1.scaffold2513.3,NA
SymbC1.scaffold2513.4,NA
SymbC1.scaffold2515.1,NA
SymbC1.scaffold2515.4,NA
SymbC1.scaffold2516.8,NA
SymbC1.scaffold25175.1,NA
SymbC1.scaffold2518.2,NA
SymbC1.scaffold2518.4,NA
SymbC1.scaffold2518.5,NA
SymbC1.scaffold2518.6,NA
SymbC1.scaffold25190.1,NA
SymbC1.scaffold252.1,NA
SymbC1.scaffold252.16,NA
SymbC1.scaffold252.17,NA
SymbC1.scaffold252.20,NA
SymbC1.scaffold252.5,NA
SymbC1.scaffold2526.8,NA
SymbC1.scaffold2527.1,NA
SymbC1.scaffold25274.1,NA
SymbC1.scaffold253.8,NA
SymbC1.scaffold2535.1,NA
SymbC1.scaffold2539.10,NA
SymbC1.scaffold254.2,NA
SymbC1.scaffold254.7,NA
SymbC1.scaffold25439.1,NA
SymbC1.scaffold2546.4,NA
SymbC1.scaffold2548.4,NA
SymbC1.scaffold2548.6,NA
SymbC1.scaffold2549.2,NA
SymbC1.scaffold2554.5,NA
SymbC1.scaffold2555.1,NA
SymbC1.scaffold25575.2,NA
SymbC1.scaffold2561.1,NA
SymbC1.scaffold2561.2,NA
SymbC1.scaffold2562.5,NA
SymbC1.scaffold2565.4,NA
SymbC1.scaffold25650.1,NA
SymbC1.scaffold2566.1,NA
SymbC1.scaffold2566.2,NA
SymbC1.scaffold2567.2,NA
SymbC1.scaffold2569.3,NA
SymbC1.scaffold2569.5,NA
SymbC1.scaffold257.10,NA
SymbC1.scaffold257.5,NA
SymbC1.scaffold25752.1,NA
SymbC1.scaffold2577.1,NA
SymbC1.scaffold258.7,NA
SymbC1.scaffold2580.4,NA
SymbC1.scaffold2582.2,NA
SymbC1.scaffold2584.1,NA
SymbC1.scaffold2584.4,NA
SymbC1.scaffold25847.1,NA
SymbC1.scaffold2588.1,NA
SymbC1.scaffold2589.1,NA
SymbC1.scaffold2592.1,NA
SymbC1.scaffold2596.2,NA
SymbC1.scaffold260.9,NA
SymbC1.scaffold2605.6,NA
SymbC1.scaffold2605.9,NA
SymbC1.scaffold26064.2,NA
SymbC1.scaffold2607.4,NA
SymbC1.scaffold2608.2,NA
SymbC1.scaffold2611.6,NA
SymbC1.scaffold2618.2,NA
SymbC1.scaffold262.4,NA
SymbC1.scaffold2620.1,NA
SymbC1.scaffold2622.1,NA
SymbC1.scaffold2622.3,NA
SymbC1.scaffold2622.4,NA
SymbC1.scaffold2623.2,NA
SymbC1.scaffold2628.1,NA
SymbC1.scaffold2629.4,NA
SymbC1.scaffold2632.5,NA
SymbC1.scaffold26332.1,NA
SymbC1.scaffold2638.2,NA
SymbC1.scaffold2639.3,NA
SymbC1.scaffold2639.5,NA
SymbC1.scaffold2639.6,NA
SymbC1.scaffold2639.9,NA
SymbC1.scaffold2640.3,NA
SymbC1.scaffold2643.6,NA
SymbC1.scaffold2644.3,NA
SymbC1.scaffold2648.1,NA
SymbC1.scaffold2648.4,NA
SymbC1.scaffold2649.1,NA
SymbC1.scaffold265.4,NA
SymbC1.scaffold2651.2,NA
SymbC1.scaffold2653.4,NA
SymbC1.scaffold2654.2,NA
SymbC1.scaffold2654.5,NA
SymbC1.scaffold2656.1,NA
SymbC1.scaffold2657.1,NA
SymbC1.scaffold2662.7,NA
SymbC1.scaffold2662.8,NA
SymbC1.scaffold2662.9,NA
SymbC1.scaffold2663.3,NA
SymbC1.scaffold2664.2,NA
SymbC1.scaffold26661.1,NA
SymbC1.scaffold267.3,NA
SymbC1.scaffold2672.1,NA
SymbC1.scaffold2676.1,NA
SymbC1.scaffold2677.4,NA
SymbC1.scaffold2678.3,NA
SymbC1.scaffold26797.1,NA
SymbC1.scaffold26797.2,NA
SymbC1.scaffold2684.2,NA
SymbC1.scaffold26846.1,NA
SymbC1.scaffold2686.6,NA
SymbC1.scaffold2689.1,NA
SymbC1.scaffold2694.2,NA
SymbC1.scaffold26960.1,NA
SymbC1.scaffold2697.2,NA
SymbC1.scaffold26974.1,NA
SymbC1.scaffold2698.2,NA
SymbC1.scaffold2699.5,NA
SymbC1.scaffold27.22,NA
SymbC1.scaffold2700.5,NA
SymbC1.scaffold2701.4,NA
SymbC1.scaffold2703.5,NA
SymbC1.scaffold2704.3,NA
SymbC1.scaffold2704.4,NA
SymbC1.scaffold2705.2,NA
SymbC1.scaffold2706.3,NA
SymbC1.scaffold2707.4,NA
SymbC1.scaffold2710.1,NA
SymbC1.scaffold2710.3,NA
SymbC1.scaffold2712.1,NA
SymbC1.scaffold27154.1,NA
SymbC1.scaffold272.11,NA
SymbC1.scaffold272.14,NA
SymbC1.scaffold272.19,NA
SymbC1.scaffold2720.2,NA
SymbC1.scaffold2722.7,NA
SymbC1.scaffold2724.5,NA
SymbC1.scaffold2726.1,NA
SymbC1.scaffold2726.2,NA
SymbC1.scaffold2727.5,NA
SymbC1.scaffold2729.1,NA
SymbC1.scaffold2729.5,NA
SymbC1.scaffold27310.1,NA
SymbC1.scaffold2737.4,NA
SymbC1.scaffold2740.3,NA
SymbC1.scaffold2741.4,NA
SymbC1.scaffold2744.3,NA
SymbC1.scaffold2745.1,NA
SymbC1.scaffold2745.4,NA
SymbC1.scaffold2747.5,NA
SymbC1.scaffold275.4,NA
SymbC1.scaffold275.5,NA
SymbC1.scaffold2751.3,NA
SymbC1.scaffold2753.4,NA
SymbC1.scaffold27543.1,NA
SymbC1.scaffold2755.1,NA
SymbC1.scaffold2755.4,NA
SymbC1.scaffold2755.5,NA
SymbC1.scaffold2758.1,NA
SymbC1.scaffold2758.10,NA
SymbC1.scaffold2758.11,NA
SymbC1.scaffold2758.21,NA
SymbC1.scaffold276.3,NA
SymbC1.scaffold2761.3,NA
SymbC1.scaffold27614.1,NA
SymbC1.scaffold2763.2,NA
SymbC1.scaffold2766.4,NA
SymbC1.scaffold277.4,NA
SymbC1.scaffold2775.7,NA
SymbC1.scaffold2776.3,NA
SymbC1.scaffold278.8,NA
SymbC1.scaffold2784.9,NA
SymbC1.scaffold279.1,NA
SymbC1.scaffold2790.1,NA
SymbC1.scaffold2790.2,NA
SymbC1.scaffold2799.2,NA
SymbC1.scaffold280.5,NA
SymbC1.scaffold280.8,NA
SymbC1.scaffold2802.4,NA
SymbC1.scaffold2804.3,NA
SymbC1.scaffold2806.2,NA
SymbC1.scaffold2807.1,NA
SymbC1.scaffold2808.1,NA
SymbC1.scaffold2809.3,NA
SymbC1.scaffold28092.1,NA
SymbC1.scaffold281.4,NA
SymbC1.scaffold2810.4,NA
SymbC1.scaffold2816.4,NA
SymbC1.scaffold2816.8,NA
SymbC1.scaffold2819.2,NA
SymbC1.scaffold2819.7,NA
SymbC1.scaffold2819.9,NA
SymbC1.scaffold2821.2,NA
SymbC1.scaffold2823.11,NA
SymbC1.scaffold2825.2,NA
SymbC1.scaffold2825.3,NA
SymbC1.scaffold2825.4,NA
SymbC1.scaffold2825.5,NA
SymbC1.scaffold2825.6,NA
SymbC1.scaffold28281.1,NA
SymbC1.scaffold28286.1,NA
SymbC1.scaffold28294.1,NA
SymbC1.scaffold2831.3,NA
SymbC1.scaffold28326.1,NA
SymbC1.scaffold2837.2,NA
SymbC1.scaffold2838.1,NA
SymbC1.scaffold2839.4,NA
SymbC1.scaffold2840.2,NA
SymbC1.scaffold2840.3,NA
SymbC1.scaffold2845.5,NA
SymbC1.scaffold2846.1,NA
SymbC1.scaffold2846.2,NA
SymbC1.scaffold2847.1,NA
SymbC1.scaffold28500.1,NA
SymbC1.scaffold2855.4,NA
SymbC1.scaffold286.2,NA
SymbC1.scaffold286.4,NA
SymbC1.scaffold2860.5,NA
SymbC1.scaffold2864.1,NA
SymbC1.scaffold2864.2,NA
SymbC1.scaffold2867.3,NA
SymbC1.scaffold2868.1,NA
SymbC1.scaffold2869.5,NA
SymbC1.scaffold28697.1,NA
SymbC1.scaffold287.4,NA
SymbC1.scaffold2871.1,NA
SymbC1.scaffold2872.5,NA
SymbC1.scaffold2873.3,NA
SymbC1.scaffold2874.2,NA
SymbC1.scaffold2878.1,NA
SymbC1.scaffold2878.6,NA
SymbC1.scaffold2880.2,NA
SymbC1.scaffold28889.1,NA
SymbC1.scaffold289.6,NA
SymbC1.scaffold2896.1,NA
SymbC1.scaffold29018.1,NA
SymbC1.scaffold2903.2,NA
SymbC1.scaffold2913.1,NA
SymbC1.scaffold2915.2,NA
SymbC1.scaffold2919.1,NA
SymbC1.scaffold2920.3,NA
SymbC1.scaffold2924.7,NA
SymbC1.scaffold29256.1,NA
SymbC1.scaffold293.6,NA
SymbC1.scaffold293.7,NA
SymbC1.scaffold293.8,NA
SymbC1.scaffold2930.5,NA
SymbC1.scaffold2932.1,NA
SymbC1.scaffold2932.2,NA
SymbC1.scaffold2932.5,NA
SymbC1.scaffold2933.1,NA
SymbC1.scaffold2935.2,NA
SymbC1.scaffold2938.5,NA
SymbC1.scaffold294.3,NA
SymbC1.scaffold2942.2,NA
SymbC1.scaffold2944.1,NA
SymbC1.scaffold29448.1,NA
SymbC1.scaffold2946.3,NA
SymbC1.scaffold2947.6,NA
SymbC1.scaffold2948.3,NA
SymbC1.scaffold295.11,NA
